产品名称,发货前天数（实际）,发货前天数（计划）,每笔订单利润,销售额预测,每名客户销售额,装运状态,利润率,利润,发货日期,国家,地区,城市,子类别,客户名称,折扣,数量,省/自治区,类别,细分,订单 ID,订单日期,邮寄方式,销售额
"Eldon 文件车, 单宽度",6,6,955,"3,129","2,388",准时装运,40%,955,2016/10/1,中国,华北,天津,收纳具,涂丽,0%,4,天津,办公用品,消费者,CN-2016-5726249,2016/9/25,标准级,"2,388"
"OIC 橡皮筋, 混合尺寸",6,6,78,444,339,准时装运,23%,78,2016/10/1,中国,华北,天津,系固件,涂丽,0%,5,天津,办公用品,消费者,CN-2016-5726249,2016/9/25,标准级,339
"Eldon 闹钟, 黑色",7,6,16,207,158,延迟装运,10%,16,2016/10/2,中国,华东,杭州,用具,巩关茵,40%,1,浙江,家具,公司,CN-2016-1067897,2016/9/25,标准级,158
"冲电器 打印机, 白色",7,6,-174,"1,959","1,495",延迟装运,-12%,-174,2016/10/2,中国,华东,杭州,设备,巩关茵,40%,2,浙江,技术,公司,CN-2016-1067897,2016/9/25,标准级,"1,495"
"施乐 信纸, 多色",0,0,208,567,433,准时装运,48%,208,2016/9/26,中国,华东,福州,纸张,秦诚,0%,2,福建,办公用品,公司,CN-2016-2505404,2016/9/26,当日,433
"Harbour Creations 凳子, 可调",0,0,613,"2,233","1,704",准时装运,36%,613,2016/9/26,中国,华东,福州,椅子,秦诚,0%,2,福建,家具,公司,CN-2016-2505404,2016/9/26,当日,"1,704"
"Office Star 沙滩椅, 黑色",0,0,334,973,742,准时装运,45%,334,2016/9/26,中国,华东,福州,椅子,秦诚,0%,3,福建,家具,公司,CN-2016-2505404,2016/9/26,当日,742
"摩托罗拉 耳机, 整包",0,0,912,"3,417","2,608",准时装运,35%,912,2016/9/26,中国,华东,福州,电话,秦诚,0%,7,福建,技术,公司,CN-2016-2505404,2016/9/26,当日,"2,608"
"Rogers 文件夹, 单宽度",4,6,41,188,143,提前装运,29%,41,2016/9/30,中国,西北,兰州,收纳具,贾廉,0%,1,甘肃,办公用品,消费者,CN-2016-3325239,2016/9/26,标准级,143
"Binney & Smith 记号笔, 整包",4,6,-313,149,114,提前装运,-275%,-313,2016/9/30,中国,西北,兰州,美术,贾廉,80%,5,甘肃,办公用品,消费者,CN-2016-3325239,2016/9/26,标准级,114
"Bush 书库, 传统",4,6,"3,910","11,139","8,501",提前装运,46%,"3,910",2016/9/30,中国,华东,泉州,书架,罗婵,0%,5,福建,家具,消费者,CN-2016-4957098,2016/9/26,标准级,"8,501"
"Hoover 冰箱, 银色",6,6,-787,"1,934","1,476",准时装运,-53%,-787,2016/10/2,中国,华东,宁海,器具,唐忠,40%,1,浙江,办公用品,公司,CN-2016-1300278,2016/9/26,标准级,"1,476"
"Smead 盒, 蓝色",6,6,3,198,151,准时装运,2%,3,2016/10/2,中国,华东,宁海,收纳具,唐忠,0%,3,浙江,办公用品,公司,CN-2016-1300278,2016/9/26,标准级,151
"施乐 信纸, 每包 12 个",6,6,337,901,688,准时装运,49%,337,2016/10/2,中国,华东,宁海,纸张,唐忠,0%,3,浙江,办公用品,公司,CN-2016-1300278,2016/9/26,标准级,688
"Avery 打孔机, 透明",6,6,-16,301,230,准时装运,-7%,-16,2016/10/2,中国,华东,宁海,装订机,唐忠,40%,3,浙江,办公用品,公司,CN-2016-1300278,2016/9/26,标准级,230
"Ibico 订书机, 实惠",6,6,-10,189,144,准时装运,-7%,-10,2016/10/2,中国,华东,宁海,装订机,唐忠,40%,1,浙江,办公用品,公司,CN-2016-1300278,2016/9/26,标准级,144
"GlobeWeis 马尼拉纸信封, 每套 50 个",6,6,146,837,639,准时装运,23%,146,2016/10/2,中国,西南,成都,信封,卢芳,0%,5,四川,办公用品,消费者,CN-2016-3258425,2016/9/26,标准级,639
"Stockwell 订书钉, 整包",6,6,24,238,181,准时装运,13%,24,2016/10/2,中国,西南,成都,系固件,卢芳,40%,6,四川,办公用品,消费者,CN-2016-3258425,2016/9/26,标准级,181
"Sauder 书架, 白色",6,6,-272,"1,644","1,254",准时装运,-22%,-272,2016/10/2,中国,华东,宁海,书架,唐忠,40%,3,浙江,家具,公司,CN-2016-1300278,2016/9/26,标准级,"1,254"
"Office Star 凳子, 红色",6,6,49,"1,276",974,准时装运,5%,49,2016/10/2,中国,中南,武汉,椅子,范宁,40%,2,湖北,家具,小型企业,CN-2016-5679752,2016/9/26,标准级,974
"Enermax 路由器, 可编程",6,6,-364,"2,860","2,183",准时装运,-17%,-364,2016/10/2,中国,华东,宁海,配件,唐忠,40%,3,浙江,技术,公司,CN-2016-1300278,2016/9/26,标准级,"2,183"
"Eldon 灯泡, 耐用",0,0,130,816,622,准时装运,21%,130,2016/9/27,中国,华北,太原,用具,范恒,0%,6,山西,家具,消费者,CN-2016-5629911,2016/9/27,当日,622
"Novimex 扶手椅, 可调",3,3,"1,590","5,631","4,297",准时装运,37%,"1,590",2016/9/30,中国,西北,西宁,椅子,钱涛,0%,2,青海,家具,公司,CN-2016-3773206,2016/9/27,二级,"4,297"
"Office Star 扶手椅, 黑色",3,1,-651,"7,678","5,859",延迟装运,-11%,-651,2016/9/30,中国,中南,襄城,椅子,马丽,10%,3,河南,家具,消费者,US-2016-3483704,2016/9/27,一级,"5,859"
"Eldon 文件夹, 单宽度",4,6,51,208,159,提前装运,32%,51,2016/10/1,中国,中南,宜昌,收纳具,段强,0%,2,湖北,办公用品,公司,CN-2016-1510100,2016/9/27,标准级,159
"Sanford 铅笔刀, 整包",4,6,-335,160,122,提前装运,-275%,-335,2016/10/1,中国,中南,宜昌,美术,段强,80%,5,湖北,办公用品,公司,CN-2016-1510100,2016/9/27,标准级,122
"Tenex 闹钟, 优质",4,6,-160,897,684,提前装运,-23%,-160,2016/10/1,中国,中南,宜昌,用具,段强,40%,5,湖北,家具,公司,CN-2016-1510100,2016/9/27,标准级,684
"Eldon 搁板, 金属",7,6,310,"1,452","1,108",延迟装运,28%,310,2016/10/4,中国,华东,泉州,收纳具,邵娜,0%,5,福建,办公用品,小型企业,US-2016-3281446,2016/9/27,标准级,"1,108"
"Stockwell 橡皮筋, 每包 12 个",7,6,18,586,447,延迟装运,4%,18,2016/10/4,中国,华东,泉州,系固件,邵娜,0%,6,福建,办公用品,小型企业,US-2016-3281446,2016/9/27,标准级,447
"Stockwell 订书钉, 每包 12 个",3,3,8,120,92,准时装运,9%,8,2016/10/1,中国,西南,重庆,系固件,袁丽娜,0%,2,重庆,办公用品,公司,CN-2016-3241949,2016/9/28,二级,92
"BIC 记号笔, 混合尺寸",3,3,110,905,691,准时装运,16%,110,2016/10/1,中国,西南,重庆,美术,袁丽娜,0%,5,重庆,办公用品,公司,CN-2016-3241949,2016/9/28,二级,691
"Dania 搁架, 白色",5,6,-723,"5,676","4,331",提前装运,-17%,-723,2016/10/3,中国,西北,肃州,书架,黄娜,40%,9,甘肃,家具,消费者,US-2016-5386927,2016/9/28,标准级,"4,331"
"诺基亚 智能手机, 全尺寸",5,6,-349,"1,370","1,045",提前装运,-33%,-349,2016/10/3,中国,西北,肃州,电话,黄娜,40%,3,甘肃,技术,消费者,US-2016-5386927,2016/9/28,标准级,"1,045"
"Kleencut 尺子, 工业",0,0,13,93,71,准时装运,19%,13,2016/9/30,中国,华东,宿州,用品,邹实,0%,1,安徽,办公用品,公司,CN-2016-3028018,2016/9/30,当日,71
"Fellowes 盒, 工业",0,0,23,123,94,准时装运,24%,23,2016/9/30,中国,东北,鸡西,收纳具,郝惠,0%,1,黑龙江,办公用品,消费者,CN-2016-1900344,2016/9/30,当日,94
"Acme 开信刀, 蓝色",3,1,96,739,564,延迟装运,17%,96,2016/10/3,中国,华东,胶州,用品,吕婵娟,0%,4,山东,办公用品,消费者,US-2016-1756643,2016/9/30,一级,564
"Kleencut 剪刀, 蓝色",3,1,75,273,208,延迟装运,36%,75,2016/10/3,中国,华东,胶州,用品,吕婵娟,0%,2,山东,办公用品,消费者,US-2016-1756643,2016/9/30,一级,208
"Bush 墙角架, 白色",3,1,567,"1,547","1,181",延迟装运,48%,567,2016/10/3,中国,华东,胶州,书架,吕婵娟,0%,2,山东,家具,消费者,US-2016-1756643,2016/9/30,一级,"1,181"
"Binney & Smith 铅笔刀, 蓝色",4,6,52,261,199,提前装运,26%,52,2016/10/4,中国,中南,浯溪,美术,宋栋,20%,2,湖南,办公用品,公司,CN-2016-2871844,2016/9/30,标准级,199
"Acco 装订机, 实惠",4,6,40,278,212,提前装运,19%,40,2016/10/4,中国,华东,济宁,装订机,候武,0%,3,山东,办公用品,消费者,CN-2016-3874208,2016/9/30,标准级,212
"Rogers 锁柜, 工业",5,6,"1,039","3,891","2,969",提前装运,35%,"1,039",2016/10/5,中国,华北,太原,收纳具,洪强,0%,3,山西,办公用品,公司,CN-2016-1340062,2016/9/30,标准级,"2,969"
"Eldon 锁柜, 金属",5,6,147,"2,409","1,838",提前装运,8%,147,2016/10/5,中国,东北,鞍山,收纳具,余凤,0%,2,辽宁,办公用品,消费者,US-2016-5247158,2016/9/30,标准级,"1,838"
"BIC 记号笔, 蓝色",5,6,-401,162,123,提前装运,-325%,-401,2016/10/5,中国,东北,鞍山,美术,余凤,80%,5,辽宁,办公用品,消费者,US-2016-5247158,2016/9/30,标准级,123
"思科 耳机, 蓝色",5,6,29,324,248,提前装运,12%,29,2016/10/5,中国,东北,鞍山,电话,余凤,40%,1,辽宁,技术,消费者,US-2016-5247158,2016/9/30,标准级,248
"Stanley 速写本, 混合尺寸",6,6,-36,"1,863","1,422",准时装运,-3%,-36,2016/10/6,中国,中南,桂林,美术,贺婵,20%,8,广西,办公用品,消费者,US-2016-1120887,2016/9/30,标准级,"1,422"
"Bush 古典书架, 白色",6,6,484,"12,695","9,688",准时装运,5%,484,2016/10/6,中国,中南,桂林,书架,贺婵,0%,5,广西,家具,消费者,US-2016-1120887,2016/9/30,标准级,"9,688"
"Binney & Smith 荧光笔, 蓝色",7,6,-280,243,186,延迟装运,-150%,-280,2016/10/7,中国,中南,武汉,美术,许根基,80%,12,湖北,办公用品,小型企业,US-2016-4173980,2016/9/30,标准级,186
"Smead 圆形标签, 红色",3,3,46,123,94,准时装运,49%,46,2016/10/4,中国,华东,平度,标签,林康,0%,3,山东,办公用品,公司,CN-2016-2581069,2016/10/1,二级,94
"Stanley 画布, 蓝色",3,3,318,908,693,准时装运,46%,318,2016/10/4,中国,华东,平度,美术,林康,0%,3,山东,办公用品,公司,CN-2016-2581069,2016/10/1,二级,693
"Tenex 盒, 单宽度",4,6,217,607,463,提前装运,47%,217,2016/10/5,中国,西南,阆中,收纳具,田武,0%,6,四川,办公用品,公司,US-2016-5801512,2016/10/1,标准级,463
"Ibico 装订机, 回收",4,6,-6,58,44,提前装运,-14%,-6,2016/10/5,中国,西南,阆中,装订机,田武,40%,1,四川,办公用品,公司,US-2016-5801512,2016/10/1,标准级,44
"Stiletto 大剪刀, 工业",4,6,243,"2,128","1,624",提前装运,15%,243,2016/10/5,中国,中南,耒阳,用品,戴康,0%,7,湖南,办公用品,消费者,CN-2016-5747151,2016/10/1,标准级,"1,624"
"OIC 橡皮筋, 整包",4,6,54,418,319,提前装运,17%,54,2016/10/5,中国,中南,耒阳,系固件,戴康,0%,4,湖南,办公用品,消费者,CN-2016-5747151,2016/10/1,标准级,319
"宜家 搁架, 黑色",4,6,"2,564","8,399","6,410",提前装运,40%,"2,564",2016/10/5,中国,中南,耒阳,书架,戴康,0%,8,湖南,家具,消费者,CN-2016-5747151,2016/10/1,标准级,"6,410"
"Office Star 折叠椅, 红色",4,6,115,"1,514","1,156",提前装运,10%,115,2016/10/5,中国,中南,耒阳,椅子,戴康,10%,3,湖南,家具,消费者,CN-2016-5747151,2016/10/1,标准级,"1,156"
"三星 智能手机, 混合尺寸",4,6,-271,925,706,提前装运,-38%,-271,2016/10/5,中国,西南,阆中,电话,田武,40%,2,四川,技术,公司,US-2016-5801512,2016/10/1,标准级,706
"Green Bar 计划信息表, 优质",5,6,17,"1,164",888,提前装运,2%,17,2016/10/6,中国,华东,上海,纸张,佟崆,0%,8,上海,办公用品,小型企业,CN-2016-5035540,2016/10/1,标准级,888
"宜家 书架, 金属",5,6,11,"1,493","1,139",提前装运,1%,11,2016/10/6,中国,中南,广州,书架,杨立勤,0%,2,广东,家具,公司,CN-2016-1887568,2016/10/1,标准级,"1,139"
"Dania 古典书架, 白色",6,6,-695,"3,033","2,314",准时装运,-30%,-695,2016/10/7,中国,中南,黄石,书架,徐健,40%,2,湖北,家具,公司,US-2016-4292548,2016/10/1,标准级,"2,314"
"Novimex 圆形标签, 白色",2,3,9,77,59,提前装运,15%,9,2016/10/4,中国,中南,海口,标签,孔辉,0%,2,海南,办公用品,公司,CN-2016-2312244,2016/10/2,二级,59
"Acme 修剪器, 工业",2,3,187,848,647,提前装运,29%,187,2016/10/4,中国,中南,海口,用品,孔辉,0%,3,海南,办公用品,公司,CN-2016-2312244,2016/10/2,二级,647
"Safco 书架, 金属",2,3,512,"1,815","1,385",提前装运,37%,512,2016/10/4,中国,中南,海口,书架,孔辉,0%,2,海南,家具,公司,CN-2016-2312244,2016/10/2,二级,"1,385"
"Rogers 锁柜, 金属",3,3,137,"2,577","1,966",准时装运,7%,137,2016/10/5,中国,中南,黄石,收纳具,钟宣,0%,2,湖北,办公用品,公司,CN-2016-5873075,2016/10/2,二级,"1,966"
"Tenex 搁板, 金属",3,3,501,"1,643","1,254",准时装运,40%,501,2016/10/5,中国,中南,黄石,收纳具,钟宣,0%,5,湖北,办公用品,公司,CN-2016-5873075,2016/10/2,二级,"1,254"
"Hon 文件夹标签, 白色",3,3,2,317,242,准时装运,1%,2,2016/10/5,中国,中南,黄石,标签,钟宣,0%,6,湖北,办公用品,公司,CN-2016-5873075,2016/10/2,二级,242
"Elite 美工刀, 锯齿状",3,3,-77,232,177,准时装运,-43%,-77,2016/10/5,中国,中南,黄石,用品,钟宣,40%,2,湖北,办公用品,公司,CN-2016-5873075,2016/10/2,二级,177
"Enermax 令, 多色",3,3,106,365,279,准时装运,38%,106,2016/10/5,中国,中南,黄石,纸张,钟宣,0%,2,湖北,办公用品,公司,CN-2016-5873075,2016/10/2,二级,279
"Green Bar 计划信息表, 回收",3,3,332,"1,015",774,准时装运,43%,332,2016/10/5,中国,中南,黄石,纸张,钟宣,0%,7,湖北,办公用品,公司,CN-2016-5873075,2016/10/2,二级,774
"SAFCO 沙滩椅, 黑色",3,3,-158,345,263,准时装运,-60%,-158,2016/10/5,中国,中南,黄石,椅子,钟宣,40%,2,湖北,家具,公司,CN-2016-5873075,2016/10/2,二级,263
"Eldon 相框, 一包多件",3,3,5,427,326,准时装运,2%,5,2016/10/5,中国,中南,黄石,用具,钟宣,40%,2,湖北,家具,公司,CN-2016-5873075,2016/10/2,二级,326
"Memorex 记忆卡, 耐用",3,3,-43,376,287,准时装运,-15%,-43,2016/10/5,中国,中南,黄石,配件,钟宣,40%,1,湖北,技术,公司,CN-2016-5873075,2016/10/2,二级,287
"罗技 路由器, 实惠",3,3,-35,907,692,准时装运,-5%,-35,2016/10/5,中国,中南,黄石,配件,钟宣,40%,1,湖北,技术,公司,CN-2016-5873075,2016/10/2,二级,692
"Acme 尺子, 锯齿状",5,6,142,492,375,提前装运,38%,142,2016/10/7,中国,西南,龙泉,用品,邢柏,0%,6,云南,办公用品,小型企业,CN-2016-3205176,2016/10/2,标准级,375
"Dania 墙角架, 传统",5,6,193,"1,493","1,139",提前装运,17%,193,2016/10/7,中国,西南,龙泉,书架,邢柏,0%,2,云南,家具,小型企业,CN-2016-3205176,2016/10/2,标准级,"1,139"
"Cuisinart 冰箱, 白色",6,6,"-3,460","9,067","6,919",准时装运,-50%,"-3,460",2016/10/8,中国,东北,丹东,器具,梁梦,40%,5,辽宁,办公用品,消费者,CN-2016-5648514,2016/10/2,标准级,"6,919"
"Sanford 铅笔刀, 金属",2,1,234,828,632,延迟装运,37%,234,2016/10/5,中国,华北,保定,美术,白欢,0%,5,河北,办公用品,小型企业,CN-2016-4373153,2016/10/3,一级,632
"Harbour Creations 折叠椅, 黑色",2,1,312,"2,919","2,227",延迟装运,14%,312,2016/10/5,中国,华北,保定,椅子,白欢,0%,5,河北,家具,小型企业,CN-2016-4373153,2016/10/3,一级,"2,227"
"Cameo 马尼拉纸信封, 红色",4,6,51,747,570,提前装运,9%,51,2016/10/7,中国,华北,石家庄,信封,谭君,0%,4,河北,办公用品,公司,US-2016-4759076,2016/10/3,标准级,570
"Fellowes 文件车, 蓝色",4,6,25,"1,679","1,282",提前装运,2%,25,2016/10/7,中国,华东,黄岩,收纳具,常刚,0%,2,浙江,办公用品,消费者,CN-2016-1619603,2016/10/3,标准级,"1,282"
"Eldon 闹钟, 优质",4,6,-286,607,463,提前装运,-62%,-286,2016/10/7,中国,东北,沈阳,用具,常松,40%,3,辽宁,家具,消费者,US-2016-4940133,2016/10/3,标准级,463
"Bush 书架, 金属",4,6,172,"2,707","2,066",提前装运,8%,172,2016/10/7,中国,华东,黄岩,书架,常刚,40%,6,浙江,家具,消费者,CN-2016-1619603,2016/10/3,标准级,"2,066"
"夏普 无线传真机, 每套两件",4,6,"2,989","8,706","6,644",提前装运,45%,"2,989",2016/10/7,中国,中南,郑州,复印机,武杰,0%,4,河南,技术,小型企业,CN-2016-2531621,2016/10/3,标准级,"6,644"
"苹果 耳机, 全尺寸",4,6,-407,821,626,提前装运,-65%,-407,2016/10/7,中国,东北,沈阳,电话,常松,40%,3,辽宁,技术,消费者,US-2016-4940133,2016/10/3,标准级,626
"Acco 标签, 回收",5,6,16,164,125,提前装运,13%,16,2016/10/8,中国,华北,天津,装订机,王立勤,0%,3,天津,办公用品,公司,CN-2016-3509971,2016/10/3,标准级,125
"Harbour Creations 有色标签, 白色",5,3,105,394,301,延迟装运,35%,105,2016/10/8,中国,华东,威海,标签,罗霖,0%,5,山东,办公用品,消费者,CN-2016-2244327,2016/10/3,二级,301
"Binney & Smith 画布, 金属",5,6,-96,772,589,提前装运,-16%,-96,2016/10/8,中国,中南,衡阳,美术,牛德伟,20%,3,湖南,办公用品,消费者,US-2016-5739201,2016/10/3,标准级,589
"Enermax 记忆卡, 耐用",5,3,246,701,535,延迟装运,46%,246,2016/10/8,中国,华东,威海,配件,罗霖,0%,1,山东,技术,消费者,CN-2016-2244327,2016/10/3,二级,535
"GlobeWeis 商业信封, 每套 50 个",6,6,175,636,486,准时装运,36%,175,2016/10/9,中国,中南,深圳,信封,邹凤,0%,6,广东,办公用品,消费者,US-2016-4870971,2016/10/3,标准级,486
"惠普 复印机, 彩色",6,6,103,"4,497","3,432",准时装运,3%,103,2016/10/9,中国,华东,蚌埠,复印机,柳明,0%,3,安徽,技术,小型企业,CN-2016-5173564,2016/10/3,标准级,"3,432"
"Avery 合法证物标签, 可调",3,3,31,226,172,准时装运,18%,31,2016/10/7,中国,中南,钟祥,标签,贾廉,0%,4,湖北,办公用品,消费者,US-2016-1815663,2016/10/4,二级,172
"Kleencut 剪刀, 钢",3,3,-31,80,61,准时装运,-52%,-31,2016/10/7,中国,中南,钟祥,用品,贾廉,40%,1,湖北,办公用品,消费者,US-2016-1815663,2016/10/4,二级,61
"Advantus 相框, 耐用",3,3,168,612,467,准时装运,36%,168,2016/10/7,中国,东北,鸡西,用具,陈磊,0%,2,黑龙江,家具,消费者,CN-2016-2075782,2016/10/4,二级,467
"Hewlett 复印机, 红色",3,1,"2,639","9,608","7,332",延迟装运,36%,"2,639",2016/10/7,中国,华东,招远,复印机,黄娟,0%,6,山东,技术,消费者,CN-2016-3561948,2016/10/4,一级,"7,332"
"柯尼卡 电话, 红色",3,1,315,"1,529","1,167",延迟装运,27%,315,2016/10/7,中国,华东,招远,设备,黄娟,0%,3,山东,技术,消费者,CN-2016-3561948,2016/10/4,一级,"1,167"
"罗技 路由器, 实惠",3,1,427,"1,512","1,154",延迟装运,37%,427,2016/10/7,中国,华东,招远,配件,黄娟,0%,1,山东,技术,消费者,CN-2016-3561948,2016/10/4,一级,"1,154"
"StarTech 打印机, 白色",3,3,-357,"2,802","2,138",准时装运,-17%,-357,2016/10/7,中国,中南,钟祥,设备,贾廉,40%,3,湖北,技术,消费者,US-2016-1815663,2016/10/4,二级,"2,138"
"Office Star 凳子, 每套两件",4,6,-790,"1,939","1,480",提前装运,-53%,-790,2016/10/8,中国,中南,黄石,椅子,潘彩,40%,3,湖北,家具,公司,CN-2016-5027699,2016/10/4,标准级,"1,480"
"诺基亚 音频基座, 全尺寸",4,3,690,"4,110","3,137",延迟装运,22%,690,2016/10/8,中国,华东,巢湖,电话,陈惠英,0%,4,安徽,技术,小型企业,CN-2016-4986506,2016/10/4,二级,"3,137"
"SanDisk 令, 优质",7,6,117,547,417,延迟装运,28%,117,2016/10/11,中国,中南,宜昌,纸张,常刚,0%,3,湖北,办公用品,消费者,CN-2016-2966078,2016/10/4,标准级,417
"佳能 无线传真机, 彩色",7,6,-373,"1,395","1,064",延迟装运,-35%,-373,2016/10/11,中国,中南,宜昌,复印机,常刚,40%,1,湖北,技术,消费者,CN-2016-2966078,2016/10/4,标准级,"1,064"
"Novimex 合法证物标签, 可调",2,3,32,205,156,提前装运,21%,32,2016/10/7,中国,中南,武汉,标签,谭珊,0%,4,湖北,办公用品,消费者,US-2016-4033000,2016/10/5,二级,156
"BIC 荧光笔, 整包",2,3,-72,23,18,提前装运,-400%,-72,2016/10/7,中国,中南,武汉,美术,谭珊,80%,1,湖北,办公用品,消费者,US-2016-4033000,2016/10/5,二级,18
"Avery 打孔机, 实惠",2,3,-91,205,156,提前装运,-58%,-91,2016/10/7,中国,中南,武汉,装订机,谭珊,40%,2,湖北,办公用品,消费者,US-2016-4033000,2016/10/5,二级,156
"Memorex 键盘, 实惠",2,3,40,524,400,提前装运,10%,40,2016/10/7,中国,中南,武汉,配件,谭珊,40%,2,湖北,技术,消费者,US-2016-4033000,2016/10/5,二级,400
"Ibico 装订机盖, 耐用",5,6,71,185,141,提前装运,50%,71,2016/10/10,中国,华北,北京,装订机,郝涛,0%,2,北京,办公用品,公司,CN-2016-3360468,2016/10/5,标准级,141
"苹果 耳机, 混合尺寸",0,0,245,"1,396","1,066",准时装运,23%,245,2016/10/7,中国,华北,唐山,电话,贺舟,0%,3,河北,技术,消费者,CN-2016-4815290,2016/10/7,当日,"1,066"
"贝尔金 闪存驱动器, 实惠",1,0,101,"1,026",783,延迟装运,13%,101,2016/10/8,中国,东北,公主岭,配件,贾柏,0%,4,吉林,技术,小型企业,CN-2016-2575295,2016/10/7,当日,783
"Eaton 笔记本, 优质",2,3,77,325,248,提前装运,31%,77,2016/10/9,中国,东北,龙井,纸张,夏彩,0%,2,吉林,办公用品,消费者,US-2016-4842730,2016/10/7,二级,248
"Novimex 运输标签, 可调",3,1,10,109,83,延迟装运,12%,10,2016/10/10,中国,华东,上海,标签,段强,0%,2,上海,办公用品,公司,CN-2016-2960006,2016/10/7,一级,83
